Age,Workclass,Education,Marital-status,Race,Gender,Occupation
27,Private,HS-grad,Never-married,White,Male,Machine-op-inspct
47,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
21,Private,HS-grad,Never-married,White,Female,Adm-clerical
41,Federal-gov,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Female,Adm-clerical
61,Private,Some-college,Married-civ-spouse,White,Male,Adm-clerical
32,Private,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Male,Prof-specialty
21,Private,Some-college,Never-married,White,Male,Sales
63,Private,12th,Married-civ-spouse,White,Male,Sales
34,Private,Some-college,Married-civ-spouse,White,Male,Other-service
21,State-gov,Assoc-acdm,Never-married,White,Male,Tech-support
44,Private,HS-grad,Divorced,White,Female,Other-service
26,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,Exec-managerial
36,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
39,Private,Bachelors,Never-married,White,Male,Prof-specialty
52,Private,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,Handlers-cleaners
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Male,Sales
42,Private,HS-grad,Married-civ-spouse,White,Female,Prof-specialty
60,?,HS-grad,Married-civ-spouse,White,Male,?
31,Private,Bachelors,Never-married,White,Male,Prof-specialty
30,Private,Some-college,Never-married,Black,Male,Craft-repair
23,Private,Some-college,Never-married,White,Female,Prof-specialty
81,State-gov,1st-4th,Widowed,White,Female,Other-service
39,Private,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Male,Tech-support
38,Private,10th,Divorced,Asian-Pac-Islander,Female,Machine-op-inspct
21,Private,Some-college,Never-married,White,Female,Exec-managerial
28,Local-gov,HS-grad,Married-civ-spouse,White,Male,Craft-repair
34,Private,Bachelors,Never-married,White,Female,Exec-managerial
47,Private,HS-grad,Never-married,White,Female,Other-service
36,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
27,Private,HS-grad,Never-married,White,Male,Transport-moving
56,Private,Bachelors,Never-married,White,Female,Prof-specialty
57,Private,HS-grad,Widowed,White,Female,Other-service
42,State-gov,Some-college,Divorced,White,Female,Adm-clerical
43,Private,HS-grad,Divorced,White,Male,Craft-repair
48,?,HS-grad,Married-spouse-absent,White,Female,?
53,Private,HS-grad,Divorced,White,Female,Machine-op-inspct
58,Private,HS-grad,Divorced,White,Female,Sales
19,Private,12th,Never-married,White,Male,Other-service
37,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
41,Self-emp-not-inc,Some-college,Divorced,White,Female,Prof-specialty
31,Private,7th-8th,Separated,White,Female,Craft-repair
31,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
53,Local-gov,HS-grad,Married-civ-spouse,White,Male,Adm-clerical
19,Private,Some-college,Never-married,White,Male,Sales
56,Private,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
55,Federal-gov,Some-college,Married-civ-spouse,White,Female,Adm-clerical
51,Private,5th-6th,Married-civ-spouse,White,Female,Craft-repair
62,Private,Some-college,Never-married,White,Female,Adm-clerical
43,Private,Some-college,Married-civ-spouse,White,Male,Sales
45,?,7th-8th,Divorced,Amer-Indian-Eskimo,Male,?
28,Local-gov,HS-grad,Married-civ-spouse,White,Male,Craft-repair
46,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
62,State-gov,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
57,Local-gov,HS-grad,Widowed,White,Female,Other-service
60,Local-gov,Bachelors,Married-civ-spouse,White,Female,Prof-specialty
23,Federal-gov,Some-college,Never-married,White,Male,Handlers-cleaners
47,Private,Some-college,Married-civ-spouse,White,Male,Sales
21,Private,Some-college,Never-married,White,Female,Adm-clerical
51,Private,HS-grad,Married-civ-spouse,White,Male,Handlers-cleaners
61,Local-gov,HS-grad,Married-civ-spouse,White,Male,Handlers-cleaners
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,White,Female,Adm-clerical
76,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
24,Private,Some-college,Never-married,White,Male,Handlers-cleaners
31,Self-emp-not-inc,Bachelors,Never-married,White,Male,Craft-repair
43,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
58,Federal-gov,Some-college,Widowed,Amer-Indian-Eskimo,Female,Prof-specialty
18,?,Some-college,Never-married,White,Female,?
19,Private,12th,Never-married,White,Female,Adm-clerical
44,Private,Some-college,Divorced,White,Female,Exec-managerial
41,Local-gov,Some-college,Never-married,White,Male,Prof-specialty
21,Private,Some-college,Never-married,Asian-Pac-Islander,Male,Sales
40,Private,HS-grad,Divorced,Black,Male,Handlers-cleaners
25,Private,Some-college,Never-married,White,Male,Other-service
62,Local-gov,Doctorate,Widowed,White,Female,Prof-specialty
42,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
35,Private,Assoc-voc,Never-married,White,Male,Tech-support
19,Private,HS-grad,Never-married,White,Female,Sales
60,Private,HS-grad,Married-civ-spouse,White,Female,Other-service
20,Private,HS-grad,Never-married,Other,Male,Sales
23,Private,Assoc-acdm,Married-civ-spouse,White,Male,Handlers-cleaners
18,Private,HS-grad,Never-married,White,Female,Adm-clerical
40,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
19,Private,Some-college,Never-married,White,Female,Other-service
51,Private,HS-grad,Divorced,White,Female,Prof-specialty
41,Local-gov,Bachelors,Married-civ-spouse,White,Male,Protective-serv
18,Private,10th,Never-married,White,Female,Other-service
41,Private,Some-college,Married-spouse-absent,Black,Female,Sales
27,Private,Some-college,Never-married,White,Female,Exec-managerial
71,Self-emp-not-inc,1st-4th,Divorced,White,Female,Craft-repair
25,Private,12th,Married-civ-spouse,White,Male,Machine-op-inspct
73,Private,HS-grad,Divorced,White,Female,Other-service
45,Private,Some-college,Married-civ-spouse,White,Male,Other-service
25,Private,Some-college,Married-civ-spouse,White,Male,Sales
50,Private,HS-grad,Married-civ-spouse,White,Female,Prof-specialty
44,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
44,Local-gov,Assoc-voc,Divorced,White,Female,Protective-serv
49,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
44,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Exec-managerial
42,Federal-gov,HS-grad,Divorced,White,Female,Adm-clerical
20,Private,HS-grad,Never-married,White,Female,Priv-house-serv
66,Private,HS-grad,Widowed,White,Female,Tech-support
19,Private,Some-college,Never-married,White,Male,Exec-managerial
60,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
46,Private,Assoc-voc,Separated,White,Male,Prof-specialty
42,Private,Assoc-voc,Divorced,White,Male,Craft-repair
59,Private,Some-college,Divorced,White,Female,Exec-managerial
58,Private,Assoc-acdm,Married-civ-spouse,White,Male,Exec-managerial
47,Private,HS-grad,Divorced,White,Female,Adm-clerical
58,Private,Some-college,Married-civ-spouse,White,Male,Tech-support
69,?,Bachelors,Married-civ-spouse,White,Male,?
17,?,10th,Never-married,White,Female,?
19,Private,11th,Never-married,White,Male,Farming-fishing
28,Private,Some-college,Married-civ-spouse,White,Male,Tech-support
37,Private,HS-grad,Separated,Amer-Indian-Eskimo,Female,Prof-specialty
30,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
36,Private,Some-college,Divorced,White,Male,Prof-specialty
45,Private,11th,Divorced,White,Male,Transport-moving
59,Private,7th-8th,Married-civ-spouse,White,Female,Other-service
45,Private,Some-college,Married-civ-spouse,White,Male,Handlers-cleaners
53,Local-gov,Doctorate,Divorced,White,Female,Prof-specialty
37,Private,HS-grad,Divorced,White,Female,Sales
26,Private,Some-college,Never-married,White,Female,Sales
53,Local-gov,9th,Married-civ-spouse,White,Male,Craft-repair
44,State-gov,HS-grad,Married-civ-spouse,White,Female,Other-service
27,Private,Bachelors,Never-married,White,Male,Craft-repair
22,Private,Some-college,Never-married,White,Male,Craft-repair
41,Private,HS-grad,Divorced,White,Male,Transport-moving
53,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
58,Private,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
34,?,12th,Separated,Black,Female,?
32,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
32,Private,Some-college,Married-civ-spouse,White,Male,Handlers-cleaners
47,Private,Masters,Married-civ-spouse,White,Female,Prof-specialty
27,Private,HS-grad,Married-civ-spouse,White,Male,Farming-fishing
25,Private,Some-college,Never-married,White,Male,Handlers-cleaners
40,Private,10th,Divorced,Black,Female,Machine-op-inspct
36,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Sales
23,Local-gov,HS-grad,Never-married,White,Male,Transport-moving
44,Private,9th,Married-civ-spouse,Black,Male,Machine-op-inspct
19,Private,HS-grad,Never-married,White,Male,Craft-repair
42,Private,Bachelors,Never-married,White,Male,Sales
60,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Male,Farming-fishing
41,Private,HS-grad,Married-civ-spouse,White,Male,Sales
45,Federal-gov,HS-grad,Never-married,Asian-Pac-Islander,Female,Transport-moving
67,?,5th-6th,Married-civ-spouse,White,Male,?
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Black,Male,Transport-moving
52,State-gov,Masters,Divorced,Asian-Pac-Islander,Female,Prof-specialty
28,Private,Doctorate,Never-married,White,Male,Adm-clerical
83,Self-emp-inc,HS-grad,Divorced,White,Male,Sales
17,Private,11th,Never-married,White,Male,Other-service
27,Private,Assoc-voc,Never-married,White,Male,Craft-repair
35,Self-emp-not-inc,Assoc-voc,Never-married,White,Male,Farming-fishing
40,Private,Some-college,Never-married,White,Female,Adm-clerical
23,Private,Assoc-acdm,Married-civ-spouse,White,Female,Sales
51,Local-gov,11th,Married-civ-spouse,Black,Male,Handlers-cleaners
51,Private,1st-4th,Married-civ-spouse,White,Male,Other-service
82,?,10th,Widowed,White,Male,?
28,Private,HS-grad,Never-married,White,Female,Exec-managerial
53,Private,HS-grad,Married-civ-spouse,White,Male,Other-service
29,Private,Bachelors,Never-married,White,Female,Adm-clerical
19,Private,HS-grad,Never-married,White,Male,Craft-repair
30,Private,Bachelors,Married-spouse-absent,White,Female,Sales
23,Private,7th-8th,Never-married,Black,Female,Machine-op-inspct
66,Private,Bachelors,Married-civ-spouse,White,Male,Sales
27,Private,11th,Never-married,White,Male,Craft-repair
35,Private,HS-grad,Married-civ-spouse,Black,Male,Machine-op-inspct
17,Private,12th,Never-married,White,Male,Handlers-cleaners
27,Private,HS-grad,Never-married,White,Male,Machine-op-inspct
27,Private,Prof-school,Never-married,White,Male,Prof-specialty
44,Local-gov,Bachelors,Married-civ-spouse,Black,Female,Protective-serv
64,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
62,Self-emp-inc,HS-grad,Widowed,White,Female,Sales
26,Private,Some-college,Married-civ-spouse,White,Male,Sales
40,Private,HS-grad,Separated,White,Male,Machine-op-inspct
40,Private,Doctorate,Married-civ-spouse,White,Male,Prof-specialty
35,Private,HS-grad,Divorced,White,Female,Adm-clerical
25,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,Prof-specialty
52,Local-gov,Some-college,Widowed,White,Female,Adm-clerical
46,Private,Some-college,Married-civ-spouse,White,Female,Adm-clerical
30,Private,HS-grad,Married-civ-spouse,Amer-Indian-Eskimo,Male,Craft-repair
52,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
28,Private,HS-grad,Never-married,Other,Male,Transport-moving
17,Private,10th,Never-married,White,Female,Other-service
46,State-gov,Some-college,Never-married,Black,Female,Other-service
45,Private,Bachelors,Divorced,White,Male,Exec-managerial
21,Private,Some-college,Never-married,White,Female,Prof-specialty
18,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Female,Other-service
17,Private,11th,Never-married,White,Male,Other-service
90,Private,Some-college,Divorced,Black,Female,Sales
23,Private,Some-college,Never-married,White,Male,Craft-repair
41,Private,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
19,Self-emp-not-inc,Some-college,Never-married,White,Male,Farming-fishing
69,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
23,Federal-gov,Assoc-acdm,Never-married,White,Female,Exec-managerial
28,Private,Some-college,Never-married,White,Male,Tech-support
37,Private,Assoc-acdm,Married-civ-spouse,White,Male,Sales
57,Private,HS-grad,Married-civ-spouse,White,Male,Sales
30,Local-gov,Some-college,Never-married,Black,Male,Protective-serv
48,Private,HS-grad,Separated,White,Female,Adm-clerical
73,Private,HS-grad,Widowed,White,Female,Other-service
25,Private,5th-6th,Never-married,White,Male,Machine-op-inspct
33,Private,Masters,Never-married,White,Male,Exec-managerial
36,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
28,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
57,Private,HS-grad,Divorced,White,Female,Other-service
31,Private,Some-college,Never-married,Black,Female,Other-service
35,?,9th,Divorced,Amer-Indian-Eskimo,Male,?
40,State-gov,HS-grad,Divorced,Black,Female,Other-service
32,Private,Some-college,Never-married,White,Female,Prof-specialty
35,?,Bachelors,Never-married,White,Male,?
26,Private,HS-grad,Never-married,Black,Female,Adm-clerical
27,Self-emp-inc,Some-college,Separated,White,Female,Sales
17,Private,10th,Never-married,White,Female,Other-service
29,Private,Some-college,Never-married,White,Female,Craft-repair
18,Private,11th,Never-married,White,Female,Other-service
20,Private,Some-college,Never-married,White,Male,Sales
69,?,HS-grad,Married-civ-spouse,White,Male,?
18,State-gov,Some-college,Never-married,White,Female,Other-service
56,Private,HS-grad,Never-married,Black,Female,Other-service
40,Private,Some-college,Separated,White,Female,Other-service
46,Private,Some-college,Divorced,White,Male,Exec-managerial
41,Private,12th,Married-civ-spouse,Black,Male,Protective-serv
53,Private,Some-college,Widowed,White,Female,Exec-managerial
50,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
23,Private,11th,Never-married,White,Male,Handlers-cleaners
40,Private,Bachelors,Married-spouse-absent,White,Male,Exec-managerial
54,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Transport-moving
45,Private,Some-college,Divorced,White,Female,Exec-managerial
53,Local-gov,HS-grad,Married-civ-spouse,Black,Male,Transport-moving
17,?,11th,Never-married,White,Male,?
50,Local-gov,Bachelors,Divorced,White,Female,Exec-managerial
22,?,Bachelors,Never-married,White,Male,?
30,Private,Bachelors,Never-married,White,Male,Other-service
40,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Craft-repair
36,State-gov,Masters,Never-married,White,Male,Prof-specialty
25,Self-emp-not-inc,Assoc-acdm,Never-married,White,Male,Sales
29,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
29,Private,Bachelors,Never-married,White,Male,Farming-fishing
22,Private,Bachelors,Never-married,White,Female,Sales
56,Private,Bachelors,Divorced,Black,Female,Prof-specialty
60,Local-gov,Masters,Married-civ-spouse,White,Male,Exec-managerial
37,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
53,Private,7th-8th,Divorced,White,Female,Machine-op-inspct
23,State-gov,Some-college,Never-married,White,Female,Adm-clerical
18,Private,HS-grad,Never-married,White,Female,Priv-house-serv
36,Private,Some-college,Divorced,White,Female,Sales
67,Self-emp-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
31,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
26,Private,Bachelors,Married-civ-spouse,White,Male,Sales
18,Private,11th,Never-married,Asian-Pac-Islander,Female,Adm-clerical
45,Local-gov,Masters,Divorced,Black,Female,Prof-specialty
64,Private,11th,Married-civ-spouse,White,Male,Sales
26,Private,HS-grad,Never-married,White,Female,Sales
53,Private,Some-college,Divorced,White,Female,Prof-specialty
27,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
32,Private,Some-college,Divorced,Amer-Indian-Eskimo,Male,Machine-op-inspct
49,Self-emp-not-inc,HS-grad,Divorced,White,Female,Exec-managerial
59,Private,10th,Married-civ-spouse,White,Male,Craft-repair
44,Private,Masters,Married-civ-spouse,White,Male,Prof-specialty
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Farming-fishing
41,?,HS-grad,Divorced,White,Female,?
46,State-gov,HS-grad,Separated,White,Female,Adm-clerical
32,Private,HS-grad,Never-married,White,Male,Adm-clerical
29,Private,HS-grad,Never-married,White,Female,Sales
48,Private,Masters,Never-married,White,Male,Exec-managerial
32,Private,Some-college,Divorced,White,Female,Exec-managerial
21,Private,HS-grad,Never-married,White,Female,Handlers-cleaners
50,Self-emp-not-inc,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
44,Local-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
51,Private,HS-grad,Separated,White,Female,Adm-clerical
42,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
27,Private,Bachelors,Never-married,White,Female,Protective-serv
70,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Exec-managerial
33,Private,HS-grad,Divorced,White,Female,Exec-managerial
65,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Farming-fishing
39,Private,Masters,Never-married,White,Male,Adm-clerical
32,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
30,Private,Some-college,Divorced,White,Female,Prof-specialty
43,Self-emp-inc,Some-college,Married-civ-spouse,White,Male,Exec-managerial
31,Private,9th,Never-married,White,Male,Other-service
64,Federal-gov,Bachelors,Divorced,Black,Female,Adm-clerical
37,Local-gov,Some-college,Separated,Other,Male,Protective-serv
49,Self-emp-not-inc,HS-grad,Divorced,White,Male,Sales
29,Private,11th,Never-married,White,Male,Machine-op-inspct
35,Local-gov,HS-grad,Divorced,White,Male,Exec-managerial
37,Private,Assoc-acdm,Married-civ-spouse,White,Male,Prof-specialty
42,State-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
21,?,Some-college,Never-married,White,Male,?
23,Private,Assoc-acdm,Never-married,White,Male,Sales
35,Local-gov,HS-grad,Never-married,Black,Female,Other-service
29,State-gov,Assoc-voc,Married-civ-spouse,White,Male,Protective-serv
23,Private,Some-college,Never-married,White,Female,Other-service
21,Private,Some-college,Never-married,White,Female,Other-service
45,Private,Bachelors,Never-married,White,Male,Prof-specialty
24,?,Bachelors,Never-married,White,Male,?
38,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
28,?,10th,Never-married,White,Female,?
23,Private,HS-grad,Never-married,White,Female,Sales
39,Self-emp-not-inc,Bachelors,Never-married,Asian-Pac-Islander,Male,Sales
45,Private,Masters,Married-civ-spouse,White,Male,Exec-managerial
68,Private,Assoc-acdm,Divorced,White,Female,Exec-managerial
60,Federal-gov,Assoc-voc,Divorced,White,Male,Prof-specialty
38,State-gov,Doctorate,Married-civ-spouse,White,Female,Prof-specialty
41,Private,12th,Separated,Black,Male,Craft-repair
48,Private,HS-grad,Divorced,White,Male,Craft-repair
33,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
48,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
23,Local-gov,Some-college,Never-married,White,Female,Adm-clerical
26,Private,9th,Married-civ-spouse,White,Male,Craft-repair
55,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
35,State-gov,Masters,Married-civ-spouse,White,Male,Prof-specialty
52,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
46,State-gov,HS-grad,Separated,White,Female,Adm-clerical
72,?,HS-grad,Married-civ-spouse,Asian-Pac-Islander,Male,?
18,Private,HS-grad,Never-married,White,Female,Other-service
62,Local-gov,HS-grad,Divorced,White,Male,Transport-moving
22,Private,Some-college,Never-married,White,Female,Transport-moving
40,Private,Some-college,Married-civ-spouse,White,Female,Adm-clerical
26,Private,Some-college,Married-civ-spouse,White,Male,Sales
35,Private,Assoc-acdm,Married-spouse-absent,Black,Female,Sales
25,Self-emp-not-inc,HS-grad,Never-married,Asian-Pac-Islander,Female,Sales
46,?,Assoc-voc,Married-civ-spouse,Black,Female,?
39,Private,Bachelors,Married-spouse-absent,White,Male,Craft-repair
41,Private,Some-college,Married-civ-spouse,Black,Male,Craft-repair
59,Private,Bachelors,Married-civ-spouse,White,Male,Handlers-cleaners
37,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
38,Private,Some-college,Married-civ-spouse,White,Male,Craft-repair
33,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,Exec-managerial
23,Private,Assoc-acdm,Married-civ-spouse,White,Female,Other-service
67,Self-emp-not-inc,Masters,Widowed,White,Male,Prof-specialty
60,Private,Bachelors,Divorced,White,Female,Prof-specialty
39,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Prof-specialty
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Transport-moving
26,Private,Bachelors,Never-married,White,Female,Prof-specialty
39,Private,HS-grad,Divorced,White,Female,Tech-support
28,Private,Some-college,Never-married,White,Female,Adm-clerical
29,Private,11th,Divorced,White,Female,Craft-repair
43,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
23,Private,Some-college,Never-married,White,Male,Tech-support
32,Private,Bachelors,Married-civ-spouse,White,Male,Sales
33,Self-emp-not-inc,Some-college,Married-civ-spouse,White,Female,Prof-specialty
45,Private,HS-grad,Divorced,Black,Female,Other-service
48,Private,HS-grad,Divorced,White,Male,Craft-repair
43,Local-gov,Prof-school,Married-civ-spouse,White,Male,Prof-specialty
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Transport-moving
63,Private,Bachelors,Never-married,White,Male,Tech-support
55,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
22,Private,Bachelors,Never-married,White,Female,Exec-managerial
32,Self-emp-not-inc,HS-grad,Never-married,White,Male,Other-service
27,Private,Assoc-acdm,Married-civ-spouse,White,Male,Exec-managerial
22,Private,Bachelors,Never-married,White,Female,Sales
44,Private,HS-grad,Divorced,White,Male,Transport-moving
34,Private,HS-grad,Separated,White,Female,Other-service
28,Private,HS-grad,Never-married,White,Female,Machine-op-inspct
40,Private,Masters,Married-civ-spouse,White,Female,Prof-specialty
45,Private,Some-college,Married-civ-spouse,White,Male,Transport-moving
17,Private,10th,Never-married,White,Male,Other-service
53,Self-emp-not-inc,12th,Married-civ-spouse,White,Male,Craft-repair
58,Private,Assoc-acdm,Married-civ-spouse,White,Male,Craft-repair
55,Self-emp-not-inc,HS-grad,Never-married,White,Male,Craft-repair
44,Local-gov,Assoc-voc,Never-married,White,Male,Craft-repair
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
58,Self-emp-not-inc,Masters,Married-civ-spouse,White,Male,Exec-managerial
38,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
62,Private,9th,Never-married,Black,Female,Priv-house-serv
31,Private,Assoc-voc,Married-civ-spouse,White,Male,Craft-repair
31,Private,11th,Married-civ-spouse,White,Male,Craft-repair
30,Private,HS-grad,Never-married,White,Male,Exec-managerial
37,Private,HS-grad,Divorced,White,Female,Adm-clerical
38,Local-gov,HS-grad,Never-married,White,Male,Craft-repair
58,Local-gov,12th,Married-civ-spouse,White,Male,Farming-fishing
30,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
28,Private,Assoc-voc,Never-married,White,Female,Prof-specialty
46,Private,Some-college,Divorced,White,Female,Exec-managerial
34,Private,Bachelors,Never-married,White,Female,Tech-support
39,Self-emp-inc,Some-college,Divorced,White,Male,Craft-repair
61,Self-emp-inc,Some-college,Widowed,White,Female,Sales
30,Self-emp-not-inc,Assoc-voc,Divorced,White,Female,Machine-op-inspct
31,Private,HS-grad,Separated,White,Female,Other-service
21,Private,HS-grad,Never-married,White,Male,Adm-clerical
50,Private,HS-grad,Married-civ-spouse,White,Male,Machine-op-inspct
47,Private,HS-grad,Never-married,White,Male,Adm-clerical
20,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
23,Private,Bachelors,Never-married,White,Female,Other-service
46,Private,1st-4th,Separated,White,Female,Other-service
20,Private,HS-grad,Never-married,White,Male,Handlers-cleaners
33,Private,Bachelors,Married-civ-spouse,White,Male,Sales
30,Private,Some-college,Never-married,White,Female,Adm-clerical
43,Local-gov,Some-college,Divorced,White,Female,Protective-serv
23,Private,Some-college,Never-married,White,Male,Handlers-cleaners
34,Private,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
25,Private,Some-college,Never-married,White,Male,Adm-clerical
50,Private,HS-grad,Married-civ-spouse,White,Female,Prof-specialty
44,Private,Masters,Married-civ-spouse,White,Female,Exec-managerial
26,Private,Some-college,Divorced,White,Female,Prof-specialty
35,Private,Doctorate,Never-married,White,Female,Prof-specialty
48,Self-emp-not-inc,HS-grad,Divorced,White,Male,Prof-specialty
26,Private,HS-grad,Never-married,Black,Male,Machine-op-inspct
41,Local-gov,Masters,Divorced,White,Female,Prof-specialty
25,Private,Bachelors,Never-married,White,Male,Other-service
33,Private,Assoc-voc,Never-married,White,Female,Prof-specialty
24,Private,Bachelors,Married-civ-spouse,White,Female,Exec-managerial
31,Private,Bachelors,Married-spouse-absent,White,Female,Adm-clerical
24,Local-gov,Assoc-acdm,Never-married,White,Female,Prof-specialty
41,Private,9th,Never-married,White,Female,Priv-house-serv
38,Local-gov,Some-college,Married-civ-spouse,White,Male,Craft-repair
19,Private,HS-grad,Never-married,White,Male,Craft-repair
19,Private,HS-grad,Never-married,White,Male,Adm-clerical
24,Private,HS-grad,Never-married,White,Male,Other-service
59,?,Bachelors,Married-civ-spouse,White,Male,?
67,Private,Masters,Married-spouse-absent,White,Male,Exec-managerial
49,Private,10th,Divorced,Black,Male,Machine-op-inspct
35,Private,Assoc-voc,Married-civ-spouse,White,Male,Tech-support
44,Private,Some-college,Married-civ-spouse,White,Male,Exec-managerial
58,?,Some-college,Married-civ-spouse,White,Male,?
22,Private,Assoc-acdm,Never-married,White,Male,Protective-serv
21,State-gov,Some-college,Never-married,White,Male,Exec-managerial
50,Private,Some-college,Married-civ-spouse,White,Male,Handlers-cleaners
44,Local-gov,Assoc-acdm,Married-civ-spouse,White,Male,Prof-specialty
36,Local-gov,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,Male,Adm-clerical
30,Federal-gov,Some-college,Married-civ-spouse,White,Male,Adm-clerical
52,Private,HS-grad,Married-civ-spouse,White,Male,Sales
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,White,Male,Craft-repair
48,Local-gov,Assoc-voc,Never-married,White,Male,Protective-serv
23,Private,HS-grad,Married-civ-spouse,White,Male,Sales
37,Private,Masters,Never-married,White,Male,Sales
44,Self-emp-inc,Masters,Married-civ-spouse,White,Male,Prof-specialty
44,Private,HS-grad,Married-civ-spouse,White,Male,Transport-moving
36,Private,Bachelors,Divorced,White,Male,Prof-specialty
26,State-gov,Some-college,Married-civ-spouse,White,Male,Exec-managerial
31,Self-emp-inc,Bachelors,Never-married,White,Male,Prof-specialty
23,?,HS-grad,Never-married,Black,Male,?
29,Private,HS-grad,Married-civ-spouse,White,Male,Craft-repair
53,Private,HS-grad,Widowed,Black,Female,Craft-repair
52,Private,Assoc-voc,Married-civ-spouse,White,Male,Exec-managerial
55,Private,HS-grad,Married-civ-spouse,White,Male,Handlers-cleaners
31,Private,10th,Married-civ-spouse,White,Male,Sales
19,?,HS-grad,Never-married,White,Female,?
64,?,HS-grad,Widowed,White,Female,?
55,Private,HS-grad,Married-civ-spouse,White,Male,Sales
48,Private,Masters,Married-civ-spouse,White,Male,Prof-specialty
20,Private,HS-grad,Never-married,White,Female,Craft-repair
50,Local-gov,HS-grad,Married-civ-spouse,White,Female,Adm-clerical
45,Self-emp-inc,Bachelors,Married-civ-spouse,White,Male,Exec-managerial
17,Private,10th,Never-married,White,Male,Handlers-cleaners
38,Private,HS-grad,Divorced,White,Female,Other-service
43,Private,HS-grad,Divorced,White,Female,Exec-managerial
